timestamp,x,y,z,r,mode
22380000,0.0,0.0,0.5,0.0,100
22576000,0.0,0.0,0.5,0.0,100
22756000,0.0,0.0,0.5,0.0,100
22972000,0.0,0.0,0.5,0.0,100
23176000,0.0,0.0,0.5,0.0,100
23372000,0.0,0.0,0.5,0.0,100
23544000,0.0,0.0,0.5,0.0,100
23744000,0.0,0.0,0.5,0.0,100
23952000,0.0,0.0,0.5,0.0,100
24176000,0.0,0.0,0.5,0.0,100
24356000,0.0,0.0,0.5,0.0,100
24572000,0.0,0.0,0.5,0.0,100
24768000,0.0,0.0,0.5,0.0,100
24936000,0.0,0.0,0.5,0.0,100
25140000,0.0,0.0,0.5,0.0,100
25336000,0.0,0.0,0.5,0.0,100
25560000,0.0,0.0,0.5,0.0,100
25772000,0.0,0.0,0.5,0.0,100
25964000,0.0,0.0,0.5,0.0,100
26180000,0.0,0.0,0.5,0.0,100
26360000,0.0,0.0,0.5,0.0,100
26560000,0.0,0.0,0.5,0.0,100
26756000,0.0,0.0,0.5,0.0,100
26960000,0.0,0.0,0.5,0.0,100
27152000,0.0,0.0,0.5,0.0,100
27356000,0.0,0.0,0.5,0.0,100
27552000,0.0,0.0,0.5,0.0,100
27752000,0.0,0.0,0.5,0.0,100
27956000,0.0,0.0,0.5,0.0,100
28164000,0.0,0.0,0.5,0.0,100
28208000,0.0,0.0,0.5,0.0,4
28348000,0.0,0.0,0.5,0.0,100
28560000,0.0,0.0,0.5,0.0,100
28756000,0.0,0.0,0.5,0.0,100
28948000,0.0,0.0,0.5,0.0,100
29144000,0.0,0.0,0.5,0.0,100
29360000,0.0,0.0,0.5,0.0,100
29532000,0.0,0.0,0.5,0.0,100
29776000,0.0,0.0,0.5,0.0,100
29972000,0.0,0.0,0.5,0.0,100
30160000,0.0,0.0,0.5,0.0,100
30376000,0.0,0.0,0.5,0.0,100
30524000,0.0,0.0,0.5,0.0,100
30780000,0.0,0.0,0.5,0.0,100
30980000,0.0,0.0,0.5,0.0,100
31180000,0.0,0.0,0.5,0.0,100
31380000,0.0,0.0,0.5,0.0,100
31540000,0.0,0.0,0.5,0.0,100
31744000,0.0,0.0,0.5,0.0,100
31980000,0.0,0.0,0.5,0.0,100
32176000,0.0,0.0,0.5,0.0,100
32380000,0.0,0.0,0.5,0.0,100
32572000,0.0,0.0,0.5,0.0,100
32776000,0.0,0.0,0.5,0.0,100
32976000,0.0,0.0,0.5,0.0,100
33168000,0.0,0.0,0.5,0.0,100
33368000,0.015000001,0.0,0.5,0.0,100
33568000,0.26500002,0.0,0.5,0.0,100
33764000,0.578,0.031000001,0.5,0.0,100
33964000,1.0,0.031000001,0.5,0.0,100
34164000,1.0,0.031000001,0.5,0.0,100
34368000,1.0,0.031000001,0.5,0.0,100
34520000,0.0,0.0,0.5,0.0,2
34564000,0.0,0.0,0.5,0.0,100
34764000,0.0,0.0,0.5,0.0,100
34964000,0.0,0.0,0.5,0.0,100
35176000,0.0,0.0,0.5,0.0,100
35368000,0.23400001,0.062000003,0.5,0.0,100
35548000,0.531,0.062000003,0.5,0.0,100
35776000,0.656,0.062000003,0.5,0.0,100
35956000,0.671,0.046000004,0.5,0.0,100
36168000,0.671,0.046000004,0.5,0.0,100
36364000,0.671,0.046000004,0.5,0.0,100
36564000,0.671,0.046000004,0.5,0.0,100
36756000,0.671,0.046000004,0.5,0.0,100
36964000,0.671,0.046000004,0.5,0.0,100
37148000,0.671,0.046000004,0.5,0.0,100
37380000,0.671,0.046000004,0.5,0.0,100
37576000,0.703,0.046000004,0.5,0.0,100
37776000,0.71800005,0.046000004,0.5,0.0,100
37976000,0.71800005,0.046000004,0.5,0.0,100
38148000,0.71800005,0.046000004,0.5,0.0,100
38376000,0.71800005,0.046000004,0.5,0.0,100
38572000,0.71800005,0.046000004,0.5,0.0,100
38776000,0.71800005,0.046000004,0.5,0.0,100
38928000,0.71800005,0.046000004,0.5,0.0,100
39152000,0.71800005,0.046000004,0.5,0.0,100
39376000,0.71800005,0.046000004,0.5,0.0,100
39572000,0.71800005,0.046000004,0.5,0.0,100
39776000,0.71800005,0.046000004,0.5,0.0,100
39956000,0.71800005,0.046000004,0.5,0.0,100
40180000,0.71800005,0.046000004,0.5,0.0,100
40356000,0.71800005,0.046000004,0.5,0.0,100
40564000,0.71800005,0.046000004,0.5,0.0,100
40780000,0.71800005,0.046000004,0.5,0.0,100
40960000,0.71800005,0.046000004,0.5,0.0,100
41176000,0.71800005,0.046000004,0.5,0.0,100
41364000,0.71800005,0.046000004,0.5,0.0,100
41560000,0.71800005,0.046000004,0.5,0.0,100
41760000,0.82800007,0.046000004,0.5,0.0,100
41964000,0.96800005,0.046000004,0.5,0.0,100
42172000,1.0,0.046000004,0.5,0.0,100
42360000,1.0,0.046000004,0.5,0.0,100
42556000,1.0,0.046000004,0.5,0.0,100
42760000,1.0,0.046000004,0.5,0.0,100
42956000,1.0,0.046000004,0.5,0.0,100
43168000,1.0,0.046000004,0.5,0.0,100
43352000,1.0,0.046000004,0.5,0.0,100
43552000,1.0,0.046000004,0.5,0.0,100
43752000,1.0,0.046000004,0.5,0.0,100
43948000,1.0,0.046000004,0.5,0.0,100
44156000,1.0,0.046000004,0.5,0.0,100
44348000,1.0,0.046000004,0.5,0.0,100
44548000,1.0,0.046000004,0.5,0.0,100
44748000,1.0,0.046000004,0.5,0.0,100
44948000,1.0,0.031000001,0.5,0.0,100
45160000,1.0,0.031000001,0.5,0.0,100
45344000,1.0,-0.015000001,0.5,0.0,100
45580000,1.0,-0.171,0.5,0.0,100
45780000,1.0,-0.23400001,0.5,0.0,100
45980000,1.0,-0.312,0.5,0.0,100
46180000,1.0,-0.56200004,0.5,0.0,100
46340000,0.984,-0.578,0.5,0.0,100
46576000,0.96800005,-0.671,0.5,0.0,100
46780000,0.95300007,-0.71800005,0.5,0.0,100
46940000,0.93700004,-0.75000006,0.5,0.0,100
47176000,0.906,-0.81200004,0.5,0.0,100
47376000,0.859,-1.0,0.5,0.0,100
47576000,0.82800007,-1.0,0.5,0.0,100
47740000,0.79600006,-1.0,0.5,0.0,100
47972000,0.71800005,-1.0,0.5,0.0,100
48168000,0.671,-1.0,0.5,0.0,100
48368000,0.609,-1.0,0.5,0.0,100
48568000,0.5,-1.0,0.5,0.0,100
48772000,0.48400003,-1.0,0.5,0.0,100
48968000,0.437,-1.0,0.5,0.0,100
49168000,0.42100003,-1.0,0.5,0.0,100
49364000,0.35900003,-1.0,0.5,0.0,100
49568000,0.35900003,-1.0,0.5,0.0,100
49760000,0.34300002,-1.0,0.5,0.0,100
49964000,0.093,-1.0,0.5,0.0,100
50160000,0.062000003,-1.0,0.5,0.0,100
50360000,-0.171,-1.0,0.5,0.0,100
50560000,-0.328,-1.0,0.5,0.0,100
50760000,-0.531,-1.0,0.5,0.0,100
50952000,-0.703,-1.0,0.5,0.0,100
51148000,-0.781,-1.0,0.5,0.0,100
51364000,-0.84300005,-1.0,0.5,0.0,100
51556000,-0.84300005,-1.0,0.5,0.0,100
51744000,-0.703,-1.0,0.5,0.0,100
51960000,-0.14,-0.312,0.5,0.0,100
52152000,-0.14,-0.312,0.5,0.0,100
52360000,-0.296,-0.312,0.5,0.0,100
52560000,-0.37500003,-0.312,0.5,0.0,100
52752000,-0.37500003,-0.312,0.5,0.0,100
52960000,-0.40600002,-0.23400001,0.5,0.0,100
53144000,-0.56200004,0.156,0.5,0.0,100
53356000,-0.578,0.23400001,0.5,0.0,100
53548000,-0.546,0.328,0.5,0.0,100
53780000,-0.453,0.546,0.5,0.0,100
53944000,-0.34300002,0.64000005,0.5,0.0,100
54140000,-0.28100002,0.64000005,0.5,0.0,100
54356000,-0.23400001,0.671,0.5,0.0,100
54540000,-0.093,0.51500005,0.5,0.0,100
54756000,0.328,0.296,0.5,0.0,100
54936000,0.39000002,0.26500002,0.5,0.0,100
55152000,0.56200004,0.187,0.5,0.0,100
55336000,0.79600006,0.046000004,0.5,0.0,100
55552000,1.0,-0.062000003,0.5,0.0,100
55776000,1.0,-0.062000003,0.5,0.0,100
55972000,1.0,-0.062000003,0.5,0.0,100
56176000,1.0,-0.062000003,0.5,0.0,100
56332000,1.0,0.21800001,0.5,0.0,100
56548000,1.0,0.39000002,0.5,0.0,100
56748000,1.0,0.39000002,0.5,0.0,100
56972000,1.0,0.39000002,0.5,0.0,100
57172000,1.0,0.39000002,0.5,0.0,100
57380000,1.0,1.0,0.5,0.0,100
57544000,1.0,1.0,0.5,0.0,100
57776000,1.0,1.0,0.5,0.0,100
57980000,1.0,1.0,0.5,0.0,100
58168000,1.0,1.0,0.5,0.0,100
58376000,1.0,1.0,0.5,0.0,100
58572000,1.0,0.703,0.5,0.0,100
58740000,1.0,0.703,0.5,0.0,100
58924000,1.0,0.703,0.5,0.0,100
59160000,1.0,0.703,0.5,0.0,100
59360000,1.0,0.703,0.5,0.0,100
59556000,1.0,0.703,0.5,0.0,100
59764000,1.0,0.703,0.5,0.0,100
59952000,1.0,0.51500005,0.5,0.0,100
60160000,1.0,0.51500005,0.5,0.0,100
60356000,0.0,0.0,0.5,0.0,100
60560000,0.0,0.0,0.5,0.0,100
60756000,0.0,0.0,0.5,0.0,100
60952000,0.0,0.0,0.5,0.0,100
61148000,0.0,0.0,0.5,0.0,100
61348000,0.0,0.0,0.5,0.0,100
61548000,0.0,0.0,0.5,0.0,100
61748000,0.0,0.0,0.554,0.031000001,100
61960000,0.0,0.0,0.61700004,0.062000003,100
62156000,0.0,0.0,0.679,0.062000003,100
62344000,0.0,0.0,0.68700004,0.062000003,100
62544000,0.0,0.0,0.68700004,0.062000003,100
62744000,0.0,0.0,0.68700004,0.062000003,100
62944000,0.0,0.0,0.68700004,0.062000003,100
63140000,0.0,0.0,0.68700004,0.062000003,100
63344000,0.0,0.0,0.68700004,0.062000003,100
63580000,0.0,0.0,0.68700004,0.062000003,100
63740000,0.0,0.0,0.68700004,0.062000003,100
63940000,0.0,0.0,0.68700004,0.062000003,100
64180000,0.0,0.0,0.68700004,0.062000003,100
64380000,0.0,0.0,0.68700004,0.062000003,100
64576000,0.0,0.0,0.68700004,0.062000003,100
64732000,0.0,0.0,0.68700004,0.062000003,100
64980000,0.0,0.0,0.68700004,0.062000003,100
65128000,0.0,0.0,0.68700004,0.062000003,100
65380000,0.0,0.0,0.68700004,0.062000003,100
65568000,0.0,0.0,0.68700004,0.062000003,100
65764000,0.0,0.0,0.5,0.0,100
65968000,0.0,0.0,0.5,0.0,100
66176000,0.0,0.0,0.5,0.0,100
66376000,0.0,0.0,0.5,0.0,100
66568000,0.0,0.0,0.5,0.0,100
66764000,0.0,0.0,0.5,0.0,100
66980000,0.0,0.0,0.5,0.0,100
67168000,0.0,0.0,0.5,0.0,100
67368000,0.0,0.0,0.5,0.0,100
67560000,0.0,0.0,0.5,0.0,100
67768000,0.0,0.0,0.5,0.0,100
67980000,0.34300002,0.031000001,0.5,0.0,100
68176000,0.56200004,0.031000001,0.5,0.0,100
68364000,0.79600006,-0.015000001,0.5,0.0,100
68552000,0.82800007,-0.031000001,0.5,0.0,100
68748000,0.84300005,-0.031000001,0.5,0.0,100
68968000,0.84300005,-0.031000001,0.5,0.0,100
69148000,0.84300005,-0.031000001,0.5,0.0,100
69352000,0.84300005,-0.031000001,0.5,0.0,100
69580000,0.84300005,-0.031000001,0.5,0.0,100
69776000,0.859,-0.031000001,0.5,0.0,100
69980000,0.87500006,-0.046000004,0.5,0.0,100
70176000,0.89000005,-0.046000004,0.5,0.0,100
70380000,0.89000005,-0.046000004,0.5,0.0,100
70580000,0.89000005,-0.046000004,0.5,0.0,100
70776000,0.89000005,-0.046000004,0.5,0.0,100
70976000,0.89000005,-0.046000004,0.5,0.0,100
71168000,0.89000005,-0.046000004,0.5,0.0,100
71372000,0.89000005,-0.046000004,0.5,0.0,100
71572000,0.89000005,-0.046000004,0.5,0.0,100
71764000,0.89000005,-0.046000004,0.5,0.0,100
71968000,0.89000005,-0.046000004,0.5,0.0,100
72160000,0.84300005,-0.046000004,0.5,0.0,100
72364000,0.0,0.0,0.5,0.0,100
72564000,0.0,0.0,0.5,0.0,100
72764000,0.0,0.0,0.5,0.0,100
72964000,0.0,0.0,0.5,0.0,100
73164000,0.0,0.0,0.5,0.0,100
73368000,0.0,0.0,0.5,0.0,100
73556000,0.0,0.0,0.5,0.0,100
73756000,0.0,0.0,0.5,0.0,100
73960000,0.0,0.0,0.507,0.0,100
74152000,0.0,0.0,0.726,0.078,100
74348000,0.0,0.0,0.83500004,0.015000001,100
74548000,0.0,0.0,0.89000005,0.015000001,100
74748000,0.0,0.0,0.89800006,0.015000001,100
74948000,0.0,0.0,0.5,0.0,100
75180000,0.0,0.0,0.5,0.0,100
75340000,0.0,0.0,0.5,0.0,100
75580000,0.0,0.0,0.5,0.0,100
75780000,0.0,0.0,0.5,0.0,100
75936000,0.0,0.0,0.5,0.0,100
76176000,0.0,0.0,0.5,0.0,100
76376000,0.0,0.0,0.5,0.0,100
76540000,0.0,0.0,0.61700004,0.0,100
76736000,0.0,0.0,0.679,0.0,100
76940000,0.0,0.0,0.76500005,0.0,100
77176000,0.0,0.0,0.76500005,0.0,100
77372000,0.0,0.0,0.76500005,0.0,100
77568000,0.0,0.0,0.5,0.0,100
77768000,0.0,0.0,0.5,0.0,100
77980000,0.0,0.0,0.5,0.0,100
78160000,0.0,0.0,0.5,0.0,100
78360000,0.0,0.0,0.5,0.0,100
78560000,0.0,0.0,0.5,0.0,100
78768000,0.0,0.0,0.5,0.0,100
78976000,0.35900003,0.015000001,0.5,0.0,100
79116000,0.64000005,0.015000001,0.5,0.0,100
79364000,0.734,0.015000001,0.5,0.0,100
79576000,0.75000006,0.015000001,0.5,0.0,100
79776000,0.75000006,0.015000001,0.5,0.0,100
79932000,0.75000006,0.015000001,0.5,0.0,100
80148000,0.75000006,0.015000001,0.5,0.0,100
80352000,0.75000006,0.015000001,0.5,0.0,100
80548000,0.75000006,0.015000001,0.5,0.0,100
80744000,0.0,0.0,0.5,0.0,100
80972000,0.0,0.0,0.5,0.0,100
81160000,0.0,0.0,0.5,0.0,100
81352000,0.0,0.0,0.5,0.0,100
81560000,0.0,0.0,0.5,0.0,100
81756000,0.0,0.0,0.5,0.0,100
81972000,0.0,0.0,0.5,0.0,100
82144000,0.0,0.0,0.5,0.0,100
82356000,0.0,0.0,0.5,0.0,100
82552000,0.0,0.0,0.5,0.0,100
82780000,0.0,0.0,0.5,0.0,100
82980000,0.0,0.0,0.5,0.0,100
83180000,0.0,0.0,0.5,0.0,100
83380000,0.0,0.0,0.5,0.0,100
83580000,0.0,0.0,0.5,0.0,100
83740000,0.0,0.0,0.5,0.0,100
83980000,0.0,0.0,0.5,0.0,100
84176000,0.0,0.0,0.5,0.0,100
84380000,0.0,0.0,0.5,0.0,100
84576000,0.0,0.0,0.5,0.0,100
84776000,0.0,0.0,0.5,0.0,100
84976000,0.0,0.0,0.5,0.0,100
85180000,0.0,0.0,0.5,0.0,100
85372000,0.0,0.0,0.5,0.0,100
85572000,0.0,0.0,0.5,0.0,100
85772000,0.0,0.0,0.5,0.0,100
85972000,0.0,0.0,0.5,0.0,100
86176000,0.0,0.0,0.5,0.0,100
86372000,0.0,0.0,0.5,0.0,100
86572000,0.0,0.0,0.5,0.0,100
86772000,0.0,0.0,0.5,0.0,100
86968000,0.0,0.0,0.5,0.0,100
87168000,0.0,0.0,0.5,0.0,100
87368000,0.0,0.0,0.5,0.0,100
87568000,0.0,0.0,0.5,0.0,100
87768000,0.0,0.0,0.5,0.0,100
87968000,0.0,0.0,0.5,0.0,100
88168000,0.0,0.0,0.5,0.0,100
88368000,0.0,0.0,0.5,0.0,100
88568000,0.0,0.0,0.5,0.0,100
88768000,0.0,0.0,0.5,0.0,100
88972000,0.0,0.0,0.5,0.0,100
89164000,0.0,0.0,0.5,0.0,100
89208000,0.0,0.0,0.5,0.0,100
89240000,0.0,0.0,0.5,0.0,11
89536000,0.0,0.0,0.5,0.0,100
89736000,0.0,0.0,0.5,0.0,100
89948000,0.0,0.0,0.5,0.0,100
90148000,0.0,0.0,0.5,0.0,100
90380000,0.0,0.0,0.5,0.0,100
90564000,0.0,0.0,0.5,0.0,100
90780000,0.0,0.0,0.5,0.0,100
90972000,0.0,0.0,0.5,0.0,100
91176000,0.0,0.0,0.5,0.0,100
91352000,0.0,0.0,0.5,0.0,100
91564000,0.0,0.0,0.5,0.0,100
91764000,0.0,0.0,0.5,0.0,100
91968000,0.0,0.0,0.5,0.0,100
92168000,0.0,0.0,0.5,0.0,100
92368000,0.0,0.0,0.5,0.0,100
92560000,0.0,0.0,0.5,0.0,100
92764000,0.0,0.0,0.5,0.0,100
92964000,0.0,0.0,0.5,0.0,100
93164000,0.0,0.0,0.5,0.0,100
93364000,0.0,0.0,0.5,0.0,100
93564000,0.0,0.0,0.5,0.0,100
93756000,0.0,0.0,0.5,0.0,100
93952000,0.0,0.0,0.5,0.0,100
94156000,0.0,0.0,0.5,0.0,100
94352000,0.0,0.0,0.5,0.0,100
94548000,0.0,0.0,0.5,0.0,100
94776000,0.0,0.0,0.5,0.0,100
94980000,0.0,0.0,0.5,0.0,100
95172000,0.0,0.0,0.5,0.0,100
95364000,0.0,0.0,0.5,0.0,100
95560000,0.0,0.0,0.5,0.0,100
95764000,0.0,0.0,0.5,0.0,100
95960000,0.0,0.0,0.5,0.0,100
96152000,0.0,0.0,0.5,0.0,100
96348000,0.0,0.0,0.5,0.0,100
96568000,0.0,0.0,0.5,0.0,100
96772000,0.0,0.0,0.5,0.0,100
96976000,0.0,0.0,0.5,0.0,100
97176000,0.0,0.0,0.5,0.0,100
97376000,0.0,0.0,0.5,0.0,100
97572000,0.0,0.0,0.5,0.0,100
97768000,0.0,0.0,0.5,0.0,100
97968000,0.0,0.0,0.5,0.0,100
98168000,0.0,0.0,0.5,0.0,100
98364000,0.0,0.0,0.5,0.0,100
98556000,0.0,0.0,0.5,0.0,100
98752000,0.0,0.0,0.5,0.0,100
98956000,0.0,0.0,0.5,0.0,100
99148000,0.0,0.0,0.5,0.0,100
99348000,0.0,0.0,0.5,0.0,100
99552000,0.0,0.0,0.5,0.0,100
99744000,0.0,0.0,0.5,0.0,100
99976000,0.0,0.0,0.5,0.0,100
100180000,0.0,0.0,0.5,0.0,100
100364000,0.0,0.0,0.5,0.0,100
100564000,0.0,0.0,0.5,0.0,100
100768000,0.0,0.0,0.5,0.0,100
100952000,0.0,0.0,0.5,0.0,100
101160000,0.0,0.0,0.5,0.0,100
101356000,0.0,0.0,0.5,0.0,100
101552000,0.0,0.0,0.5,0.0,100
101776000,0.0,0.0,0.5,0.0,100
101948000,0.0,0.0,0.5,0.0,100
102180000,0.0,0.0,0.5,0.0,100
102344000,0.0,0.0,0.5,0.0,100
102540000,0.0,0.0,0.5,0.0,100
102748000,0.0,0.0,0.5,0.0,100
102980000,0.0,0.0,0.5,0.0,100
103164000,0.0,0.0,0.5,0.0,100
103364000,0.0,0.0,0.5,0.0,100
103576000,0.0,0.0,0.5,0.0,100
103764000,0.0,0.0,0.5,0.0,100
103980000,0.0,0.0,0.5,0.0,100
104172000,0.0,0.0,0.5,0.0,100
104356000,0.0,0.0,0.5,0.0,100
104564000,0.0,0.0,0.5,0.0,100
104764000,0.0,0.0,0.5,0.0,100
104980000,0.0,0.0,0.5,0.0,100
104996000,0.0,0.0,0.5,0.0,21
105168000,0.0,0.0,0.5,0.0,100
105376000,0.0,0.0,0.5,0.0,100
105576000,0.0,0.0,0.5,0.0,100
105756000,0.0,0.0,0.5,0.0,100
105972000,0.0,0.0,0.5,0.0,100
